cnt_60_above,n,rev5_drop3,rev10_drop5,down20_ge10,avg_ret20
221,13,0.5384615384615384,0.46153846153846156,0.3076923076923077,0.0886601340677917
222,14,0.5714285714285714,0.5714285714285714,0.35714285714285715,0.09980849646172614
223,11,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.09207589527695005
224,10,0.7,0.6,0.5,-0.022257053158295004
225,11,0.45454545454545453,0.45454545454545453,0.36363636363636365,0.045584778075357546
226,11,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.04908497536121911
227,9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0513089077500141
228,9,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1060730700950503
229,8,0.5,0.375,0.25,0.062139149084983525
230,7,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.09635790675667735
231,7,0.7142857142857143,0.5714285714285714,0.2857142857142857,-0.007893766132248506
232,7,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.08604312086494448
233,6,0.5,0.3333333333333333,0.16666666666666666,0.07180774300505004
234,8,0.625,0.5,0.375,0.06155669510100685
235,6,0.5,0.3333333333333333,0.3333333333333333,0.1494312357366672
236,8,0.125,0.25,0.125,0.16794179215017213
237,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.13520720741808512
238,10,0.5,0.4,0.1,0.1428491912862555
239,9,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.11430934679290365
240,8,0.625,0.625,0.25,0.08969611781645101
241,8,0.5,0.375,0.25,0.10463737947936488
242,9,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.14229354992743729
243,8,0.375,0.25,0.125,0.11839415045902157
244,7,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.0604153607264587
245,8,0.75,0.75,0.5,0.07149365125021033
246,9,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.09059802125557762
247,11,0.7272727272727273,0.6363636363636364,0.2727272727272727,0.09484705796859676
248,8,0.625,0.5,0.375,0.09861333340518884
249,8,0.375,0.5,0.375,0.09865562039033442
250,7,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.12417843474078973
251,7,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.10186790594975738
252,7,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.1625946458092415
253,9,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.13494296931834338
254,7,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.06580842852427475
255,10,0.4,0.3,0.3,0.07773911435036493
256,9,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.07801922960373467
257,9,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.06417330261172817
258,10,0.6,0.4,0.3,0.024126251542166143
259,9,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.03018614600904548
260,10,0.8,0.6,0.3,0.025310232761470697
261,9,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0035030981093669236
262,8,0.5,0.625,0.5,-0.003961062577551314
263,7,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.015210448009597144
264,9,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.0002609685948038947
